# TIC   vsini   r   prot_ls   prot_cat   temperature   logg
436674860 nan 0.3009 0.7646 nan 3200.0 4.9247
436681143 nan 1.7353 2.6985 nan 6623.0 nan
436721813 nan 1.5561 5.0253 nan 6088.0 4.1113
436732056 nan 1.0528 3.1950 nan 6420.0 4.5050
436783866 nan 0.4372 8.5922 nan 3075.0 4.7929
436804673 nan 0.9725 2.5050 nan 5633.0 4.4623
436811829 nan 33.5053 4.4874 4.3710 6364.0 NaN
436841603 nan 1.0446 4.4676 nan 5958.32 4.4380
436847115 nan 1.5043 3.3749 nan 6594.0 nan
436852681 nan 0.9912 0.3371 nan 5641.78 4.4461
436864974 nan 1.6497 2.3585 nan 7421.0 nan
436869614 nan 0.2354 1.1695 nan 3216.0 5.0068
436869712 nan 0.6636 0.7162 nan 4269.0 4.6203
436872005 nan 2.4779 4.7330 nan 11885.0 nan
436873727 nan 1.7545 1.0195 nan 6798.41 4.1141
436873913 nan 1.1136 0.9883 nan 6266.31 4.4313
436876990 nan 1.0318 7.8727 nan 5970.88 NaN
436880490 nan 0.3299 0.8950 nan 3213.0 4.8940
436934707 nan 9.9442 4.3983 nan 5082.0 NaN
436936505 nan 0.3081 0.5735 nan 3082.0 4.9168
436998675 nan 1.2465 1.2537 0.5561 5236.0 4.1961
437091565 nan 0.8483 0.6319 nan 4907.0 4.4840
437127546 nan 0.2880 5.8132 nan nan 4.9590
437172141 nan 1.1424 1.3284 nan 5802.0 NaN
437212966 nan 2.2633 1.5669 nan 6155.0 nan
437229389 nan 2.8777 0.2790 nan 8500.0 nan
437229644 nan 0.2888 0.1421 nan 3331.0 NaN
437230158 nan 0.4130 0.9406 nan 2964.0 4.8148
437232382 nan 9.7465 1.3344 nan 4900.5 NaN
437242640 nan 1.1090 0.8643 nan 5694.0 4.3542
437243044 nan 0.6604 3.8305 nan 4215.0 4.6180
437247487 nan 113.2620 8.9171 300.0000 3015.0 NaN
437248515 nan 1.2687 0.8520 nan 6217.0 4.3106
437253099 nan 0.3223 2.5363 nan 3297.0 4.9018
437261155 nan 0.5701 5.7186 nan nan nan
437261156 nan 0.4660 5.7186 nan 5450.0 NaN
437269148 nan 0.2340 0.3719 nan nan 5.0243
437287617 nan 24.5324 1.9411 nan 4144.0 NaN
437669174 nan 3.6403 0.1489 0.1489 7042.0 3.5061
437743529 nan 0.3718 5.3377 nan 3154.0 4.8530
437743738 nan nan 0.6064 nan nan NaN
437751667 nan 48.4483 7.8109 nan 3925.0 NaN
437762482 nan 0.3896 3.0241 nan 3202.0 4.8362
437872314 nan 119.5350 5.5471 nan 3683.0 NaN
438071843 nan 1.6615 5.4668 nan 6180.0 4.0693
438295638 nan 0.4612 2.0683 nan 3493.0 4.7682
438403733 nan nan 9.1998 nan nan nan
438605218 nan 0.4000 1.1641 nan 3073.0 4.8267
438627800 nan 0.6631 1.0114 nan 3311.0 4.5989
438682877 nan 1.1496 0.9165 nan 5820.0 NaN
438685468 nan 0.8444 5.6942 nan 3632.0 4.3010
438692318 nan 1.0225 3.6087 nan 4488.0 4.2638
438775149 nan 1.0722 1.5305 1.0888 5686.0 4.3819
438789953 nan 0.6697 3.0587 nan 3351.0 4.5936
438790187 nan 1.3273 2.9070 nan 4464.0 4.0372
438790188 nan 0.6954 2.9063 nan 3393.0 4.5733
438838902 nan 1.0300 2.5408 nan 3901.0 4.1905
438858305 nan 0.4240 24.0123 nan nan 4.8321
438863006 nan 0.9906 2.0546 nan 4735.0 4.3271
438942374 nan 1.1027 1.7067 nan 5148.0 4.2927
439229095 nan 0.9992 8.4432 nan 6132.0 4.5032
439331136 nan 19.6384 1.4924 nan 5026.0 NaN
439399707 nan 1.6141 1.6621 nan 7994.0 nan
439403362 nan 0.1678 0.3188 nan nan 5.1295
439430953 nan nan 1.0995 nan nan nan
439456794 nan 0.8793 1.4542 nan 4514.0 4.4010
439488901 nan 0.1772 0.5592 nan 3064.0 5.1086
439495617 nan 10.0579 1.1477 nan 4893.0 NaN
439512082 nan 3.3743 8.9961 nan 11784.0 nan
439820620 nan 0.2627 4.5074 nan 3079.0 4.9697
439866373 nan 1.6906 9.8354 nan 5974.0 nan
439872703 nan 0.3043 13.3629 nan 3325.0 4.9209
439874011 nan 0.6999 5.3994 nan 4056.0 4.5474
439874678 nan 2.7149 2.7198 nan 6421.0 3.6825
439874904 nan 0.1717 1.0637 nan 3002.0 5.1207
439875350 nan 1.0284 3.4099 nan 5728.19 nan
439898424 nan 1.0953 13.7160 nan 6245.0 nan
439899405 nan 0.9383 13.0011 nan 5647.0 nan
439902189 nan 4.9907 11.5634 21.2000 5458.0 NaN
439904215 nan 0.2220 0.2178 nan nan nan
439905042 nan 0.1800 2.7720 nan 31000.0 nan
439906261 nan 0.4818 2.8613 nan 3230.0 4.7534
439910477 nan 5.0456 7.0037 nan 4774.29 NaN
439910994 nan 0.1662 3.9131 nan 3093.0 5.1330
439911497 nan 0.2376 12.3448 nan 3309.0 nan
439911572 nan 63.2751 5.8713 nan 3880.24 NaN
439913926 nan 0.2053 0.4029 nan 3081.0 5.0545
439915007 nan 0.8368 5.7954 nan 4801.93 nan
439915469 nan 1.0898 2.5683 nan 5776.0 4.3783
439916444 nan 1.1572 2.7655 nan 6074.0 nan
439919249 nan 0.8771 5.3787 nan 5754.0 4.5648
439952461 nan 1.3005 0.5315 nan 6122.44 4.2728
439959851 nan 0.3760 0.1884 nan 3513.0 4.8490
439971546 nan 1.6033 1.4851 nan 5435.0 4.0058
439992889 nan 0.2308 1.8913 nan 3195.0 5.0135
440039809 nan 5.9407 2.1777 nan 4748.0 NaN
440053626 nan 120.4310 11.0952 nan 3577.0 NaN
440061659 nan 0.2840 1.4309 nan 3167.0 4.9438
440209433 nan 1.6051 0.4350 nan 8249.0 4.3337
440209870 nan 1.7444 4.0363 nan 6355.0 4.0559
440352588 nan nan 12.4218 104.0000 nan NaN
440358770 nan 16.4143 3.5928 nan 5154.0 NaN
440368793 nan 0.2414 1.3200 nan 3062.0 4.9981
440424402 nan 0.7847 7.5658 nan 5269.39 4.6044
440435348 nan 0.1926 0.2303 nan 3091.0 5.0776
440453523 nan 0.3495 2.5653 nan 3314.0 4.8745
440459882 nan 0.7620 6.9622 nan 5093.0 4.6056
440467907 nan 10.9622 3.3127 nan 4688.65 NaN
440479034 nan 1.0127 3.8953 nan 5925.95 4.4605
440537642 nan 1.0287 1.0782 1.0818 14730.0 nan
440538436 nan 26.1821 1.2715 nan 5342.0 NaN
440559522 nan 0.3562 0.8620 nan 3185.0 4.8679
440647279 nan 0.5201 5.6614 nan 3422.0 4.7198
440666925 nan 0.4425 0.1463 0.1464 7964.0 nan
440670053 nan nan 10.7740 nan nan NaN
440675917 nan 1.4564 5.3041 nan 6293.31 4.2025
440679360 nan 0.9863 11.9886 nan 5503.69 4.4350
440774293 nan 0.2206 0.6662 nan 3095.0 5.0291
440813098 nan 1.7050 0.4571 nan 6009.0 4.0199
440859011 nan 0.4309 5.8949 nan 3527.0 4.7986
440859813 nan nan 2.0115 nan nan NaN
440866501 nan 0.3870 6.4267 nan 3522.0 4.8387
440868439 nan 1.3420 4.0845 nan 5595.0 4.1778
440871944 nan 0.5323 9.1128 nan 3320.0 4.7092
440875191 nan 1.1481 4.8236 nan 6170.0 4.3900
440878550 nan 0.9517 2.9617 nan 4756.0 4.3648
440928120 nan 25.9897 2.5619 nan 4810.0 NaN
440955956 nan 0.1798 0.3563 nan 2916.0 5.1032
441000085 nan 0.1217 4.9698 nan nan 5.2560
441021158 nan 9.6297 1.9494 nan 4745.0 NaN
441024908 nan 0.4422 5.6647 nan 3430.0 4.7885
441027044 nan 11.3645 4.5584 nan 4657.0 NaN
441029758 nan 0.7733 5.0018 nan 4799.0 4.5535
441051616 nan 10.4300 1.1433 nan 4627.0 NaN
441051650 nan 0.3600 3.4741 nan 3326.0 4.8642
441052811 nan 0.4480 2.3048 nan nan 4.8126
441053599 nan 3.7053 23.4181 nan 5139.0 NaN
441053643 nan 1.8394 10.2171 nan 6404.0 4.0180
441054134 nan 1.4874 3.8542 nan 5832.0 4.1148
441054736 nan 0.4573 7.1103 nan 3279.0 NaN
441056236 nan 0.4060 0.4344 nan nan 4.8487
441399312 nan 0.1800 8.9795 nan 31000.0 5.5996
441407368 nan 1.2424 9.2909 nan 5944.1 4.2870
441410194 nan 9.2761 0.9309 nan 4766.0 NaN
441410570 nan 0.1772 2.6364 nan 3020.0 5.1086
441412933 nan 0.7728 0.3784 nan 4978.8 4.5774
441415362 nan 0.8016 8.4612 nan 5363.0 4.5987
441417906 nan 0.9956 6.0402 nan 5908.0 4.4713
441420236 9.68 0.6980 4.8738 4.8650 3730.0 4.5712
441420874 nan 0.3840 12.8102 nan nan 4.8675
441422527 nan 5.6128 1.4673 nan 5876.0 NaN
441423591 nan 0.9979 1.0076 89.6000 4331.0 4.2724
441426345 nan 0.1620 2.3541 nan nan 5.1232
441428637 nan 0.7346 10.2100 nan 4683.0 4.5811
441432125 nan 0.2969 2.4614 nan 3399.0 4.9292
441451897 nan 0.7515 9.8006 nan 5201.0 4.6307
441453497 nan 0.9935 2.4212 nan 6051.0 4.4968
441454081 nan 1.1601 2.7576 nan 6443.0 4.4230
441454967 nan 1.6276 9.2477 nan 8364.0 nan
441456442 nan 0.8832 4.2889 nan 4904.0 4.4506
441456802 nan 1.3255 0.3039 nan 6485.0 4.3152
441461724 nan 0.4727 3.7436 nan 3357.0 4.7614
441469231 nan 1.0047 5.8629 nan 6022.0 4.4812
441490000 nan 0.1470 0.5299 nan nan 5.1491
441497175 nan 0.1525 0.4934 nan 2886.0 5.1668
441499423 nan 0.8181 1.0988 nan 3984.0 4.4063
441503832 nan 0.2542 14.1816 nan 3299.0 4.9807
441504229 nan 0.4370 2.7403 nan nan 4.8221
441504936 nan 1.2505 1.5429 nan 6450.0 nan
441506647 nan 12.9178 1.5492 nan 6276.0 NaN
441509214 nan 0.4126 8.2410 nan 3534.0 nan
441512806 nan 0.6904 13.1330 nan 4240.0 NaN
441513679 nan 0.4428 10.1276 nan 3446.0 4.7880
441519239 nan 0.1758 1.6545 nan 2959.0 5.1116
441570820 nan 1.1027 3.2064 nan 5100.0 4.2856
441577433 nan 0.6954 4.1147 nan 4553.0 4.6109
441579354 nan 1.0170 8.0338 nan 5060.0 NaN
441583136 nan 0.7632 8.4484 nan 4910.0 4.5759
441584658 nan 0.4239 2.1153 nan 3460.0 4.8049
441590269 nan 1.3546 8.5648 nan 5895.0 4.2038
441602378 nan 3.4003 0.6377 nan 4956.0 NaN
441606276 nan 0.4196 1.1692 nan 3341.0 4.8088
441606549 nan 0.2168 3.8065 nan 3081.0 5.0351
441608092 nan 1.1153 0.3099 0.6198 4778.0 4.2298
441611279 nan 0.5598 8.2298 nan 3404.0 4.6855
441619502 nan 0.7151 5.2248 nan 4434.0 4.5682
441620585 nan 41.5232 4.8344 nan 4264.0 NaN
441628564 nan 0.2054 0.6137 nan 3131.0 5.0543
441640445 nan 0.4200 12.6249 nan 3429.0 4.8084
441641594 nan 3.0983 2.3987 nan 6287.0 3.5457
441642514 nan 0.7029 1.6477 nan 4241.13 4.5638
441642515 nan 0.3769 1.6379 nan 3561.0 NaN
441642686 nan 0.7489 5.0207 nan 4502.0 4.5405
441658601 nan 0.8329 6.0885 nan 5448.47 4.5750
441662762 nan 0.2160 5.6313 nan 3142.0 5.0365
441664536 nan 0.9626 3.5396 nan 5833.84 4.4928
441664609 nan 0.2207 0.9427 nan 3103.0 5.0289
441686652 nan 0.2834 7.1811 nan 3256.0 4.9445
441689199 nan 10.3558 3.7599 nan 4845.0 NaN
441690583 nan 2.3144 2.8192 nan 5950.04 NaN
441693029 nan 0.7658 4.6999 nan 4646.0 NaN
441693102 nan 0.8036 12.3164 nan 4208.97 4.4475
441694629 nan 0.7390 9.1097 nan 4518.78 4.5520
441695475 nan 74.7119 11.3641 nan 3392.0 NaN
441695564 nan 0.8049 14.4118 nan 5297.6 4.5861
441695910 nan 1.1241 4.0240 nan 5672.0 4.3399
441697775 nan 0.4834 3.9192 nan 3694.0 4.7520
441702731 nan 4.5155 4.0172 nan 6275.85 3.2185
441703535 nan 0.7991 4.8807 nan 4052.42 4.4322
441706266 nan 0.2563 7.7149 nan 3155.0 4.9780
441706783 nan nan 8.0150 269.8800 nan NaN
441707427 nan 10.7628 1.3828 nan 4737.98 NaN
441707490 nan 38.6623 4.2753 nan 4158.0 NaN
441708762 nan 1.1805 6.7061 nan 6240.27 4.3767
441709021 nan 1.7515 1.4442 nan 6216.86 4.0304
441711130 nan 0.4566 3.2753 nan 3736.0 4.8672
441711859 nan 0.3396 1.7931 nan 3315.0 4.8843
441713865 nan 0.2184 0.3850 nan 3175.0 5.0325
441713969 nan 0.4462 4.4919 nan 3606.0 4.7849
441714396 nan 0.2914 1.0756 nan 3216.0 4.9354
441715039 nan 60.0156 11.0348 nan 3900.0 NaN
441716054 nan 3.0336 0.7195 nan 7445.75 3.7064
441716136 nan 1.2235 6.5563 nan 6495.0 4.3864
441716374 nan 1.4289 10.7619 nan 6290.0 4.2180
441717812 nan 0.3995 1.3742 nan 3447.0 4.8271
441719848 nan 1.7467 1.8254 nan 6317.0 4.0485
441720037 nan 33.5209 2.9123 nan 4141.0 nan
441720075 nan 1.2726 1.8468 nan 6381.0 4.3342
441720532 nan 0.1830 1.9251 nan nan 5.0925
441720646 nan 1.8072 0.9736 nan 6130.49 3.9885
441720763 nan 0.8747 4.7352 nan 5640.0 4.5544
441720981 nan 1.7891 2.2033 nan 6141.0 3.9988
441721069 nan 0.5475 4.1683 nan 3800.0 4.6961
441721258 nan 1.5981 0.3453 0.3451 7079.0 4.2267
441721430 nan 0.7075 9.4718 nan 4222.0 4.5582
441721594 nan 0.2432 8.5015 nan 3282.0 4.9956
441722120 nan 0.6091 9.6844 nan 3803.0 4.6435
441722794 nan 1.2358 3.9779 nan 4845.0 4.1502
441723333 nan 1.5677 5.6371 nan 6074.0 4.1029
441725562 nan 0.7109 6.9967 nan 4639.0 4.6019
441725813 nan nan 0.1116 nan nan NaN
441726485 nan 1.5028 3.7878 nan 6550.0 NaN
441728425 nan 1.0665 6.0487 nan 5943.0 4.4196
441728533 nan 0.2959 3.8149 nan 3275.0 4.9302
441728987 nan 0.1453 4.8285 nan 2932.0 5.1862
441729136 nan 1.3598 5.2583 nan 6568.0 4.3056
441729162 nan 3.4127 0.7577 nan 8435.0 nan
441729569 nan 0.8693 3.0329 nan 5751.0 4.5717
441730095 nan 1.2084 9.7989 nan 5964.0 4.3123
441730422 nan 1.0359 4.3588 nan 4418.0 4.2469
441730472 nan 0.5664 3.7117 nan 3769.0 4.6798
441730688 nan 0.8460 9.1652 nan 5222.0 nan
441732151 nan 1.0358 2.1390 nan 6069.0 4.4621
441732207 nan 0.9083 0.1685 nan 5175.0 NaN
441733141 nan 2.2914 0.8483 nan 6957.0 3.8997
441734568 nan 0.7903 8.4971 nan 4681.0 4.5176
441734570 nan 0.1983 2.9094 nan 3150.0 5.0670
441734910 nan 0.3584 1.3585 nan 3391.0 4.8658
441736229 nan 0.5490 5.0675 nan nan 4.7331
441736964 nan 0.9155 8.5333 nan 5758.0 4.5276
441737276 nan 0.2934 1.3923 nan 3306.0 4.9331
441738064 nan 1.6737 0.6233 nan 7167.0 4.1948
441740296 nan 3.7202 7.0233 nan 4802.0 NaN
441740483 nan 0.2160 1.5392 nan 3162.0 5.0365
441741287 nan 0.3701 5.9620 nan 3377.0 4.8546
441741529 nan 1.7298 5.2624 nan 6434.0 4.0760
441742587 nan 0.1968 0.8430 nan 3081.0 5.0698
441744335 nan 1.5805 8.8373 nan 5811.0 NaN
441761341 nan 1.2866 1.2046 nan 6453.0 4.3361
441762221 nan 34.9735 3.3837 nan 4188.0 NaN
441765316 nan 0.8906 3.0894 nan 5587.0 4.5330
441766666 nan nan 0.3698 nan nan NaN
441766860 nan 0.3529 1.5637 nan 3376.0 4.8711
441767095 nan 0.8751 13.6912 nan 5539.0 4.5407
441768062 nan 2.3533 0.7857 nan 7076.0 NaN
441768698 nan 1.4189 5.6721 nan 6313.62 4.2286
441788616 nan 1.7806 0.3636 nan 6938.0 4.1176
441789542 nan 0.3625 5.4569 nan 3454.0 4.8618
441791928 nan 3.4095 1.8396 nan 6609.0 3.5132
441792937 nan 9.3292 24.2086 nan 4658.0 NaN
441795882 nan 0.3064 1.3853 nan 3284.0 4.9188
441796625 nan 3.3305 2.8681 nan 6332.68 3.4907
441797545 nan 11.0498 3.1778 nan 4793.27 NaN
441798189 nan 0.7987 4.0651 nan 5213.0 4.5827
441799495 nan 0.7380 3.5726 nan 4930.0 4.6104
441800221 nan 10.4000 0.3791 nan 4807.0 NaN
441800756 nan 0.6032 13.0944 nan 3777.0 4.6485
441800962 nan 1.7667 1.4063 nan 6942.0 4.1247
441802006 nan 1.4804 2.5246 nan 6442.0 4.2126
441802347 nan 0.5213 1.7556 nan 3545.0 4.7189
441803471 nan 0.2225 0.7421 100.5000 3135.0 5.0262
441803615 nan 0.1717 0.1456 nan 3033.0 5.1206
441804260 nan 0.2576 1.1171 nan 3201.0 4.9763
441804568 nan 2.1163 3.1439 nan 6411.0 nan
441804674 nan 5.4207 4.2736 4.2658 4684.0 NaN
441806298 nan 0.9532 5.6469 nan 5323.0 4.4435
441807438 nan 1.2247 1.1405 nan 5181.0 4.2065
441807720 nan 0.2308 0.2651 nan 3221.0 5.0134
441807753 nan 1.5797 0.2507 nan 7346.0 4.2631
441807865 nan 0.5002 2.5965 nan 3543.0 4.7372
441807873 nan 0.5944 9.4657 nan 3900.0 4.6559
441808062 nan 48.8063 4.0409 nan 4104.0 NaN
441808279 nan 59.6351 7.1782 nan 3830.0 NaN
441808796 nan 0.8740 5.3128 nan 5180.0 4.4985
441808865 nan 0.7551 6.2634 nan 4568.0 4.5400
441809057 nan 2.7166 5.6972 nan 6351.0 3.6704
441810113 nan 0.4190 0.3543 nan 3442.0 4.8094
441811408 nan 1.4961 5.2603 nan 6686.0 4.2392
441811894 nan 0.2778 0.2140 nan 3136.0 4.9511
441811910 nan 0.9983 5.9002 nan 5963.74 4.4769
441813918 nan 2.3908 4.2207 nan 6253.56 3.7638
441830360 nan 0.4597 0.7708 nan 3445.0 4.7729
441833887 nan 10.0926 24.0123 nan 4945.0 NaN
442549473 nan 1.1560 5.4790 nan 3775.0 4.0680
442567883 nan 1.0788 0.3129 nan 5563.0 4.3634
442571479 nan 0.3544 0.3995 nan 3230.0 4.8696
442571495 nan 0.5058 0.3997 nan 3168.0 4.7323
442583304 nan 1.2042 1.0892 nan 3709.0 4.0170
442584059 nan nan 3.0908 nan nan NaN
442586321 nan nan 2.0829 nan nan NaN
442586515 nan 0.9733 6.6766 nan 4327.0 4.2941
442608163 nan 1.7227 1.6846 nan 7083.0 NaN
442611273 nan 1.4584 0.9007 nan 5034.0 4.0335
442611764 nan 0.6411 5.4350 nan 3350.0 4.6169
442623945 nan 1.9415 10.7444 nan 4360.0 NaN
442679925 nan nan 3.0564 nan nan NaN
442680101 nan 0.1360 0.4965 nan nan 5.1757
442689368 nan 1.6212 7.1491 nan 4108.0 NaN
442721044 nan 0.4130 0.5753 nan nan 4.8430
442769646 nan 10.7091 3.6023 nan 4699.0 NaN
442790479 nan 0.5495 8.9423 nan 3726.0 4.6943
442828160 nan 0.8837 3.8034 nan 4482.0 4.3905
442831713 nan 0.3148 5.2160 nan 3224.0 4.9098
442833496 nan 18.2470 3.0531 nan 4330.0 NaN
442868242 nan 0.9133 3.2276 nan 5353.0 4.4854
442898238 nan 0.1801 2.3189 nan 3014.0 5.1025
442917702 nan 0.8588 5.5588 nan 5365.0 4.5383
442923821 nan 0.9779 4.5390 nan 5976.0 4.4980
442956468 nan 0.9801 7.9172 nan 5425.0 4.4310
442959208 nan 10.6077 0.7612 nan 4867.0 NaN
442965660 nan 0.7311 9.3090 nan 5334.0 4.6744
442966608 nan 1.6232 3.0357 nan 6684.81 4.1696
443043069 nan 1.6138 0.8966 nan 7486.0 4.2579
443115618 nan 0.2933 0.3713 nan 3250.0 4.9332
443211764 nan 0.3116 6.7898 nan 3337.0 4.9131
443285671 nan 0.4718 3.2195 nan 3243.0 4.7622
443287236 nan 3.3581 3.1570 nan 5340.0 NaN
443316662 nan 1.6254 5.0462 nan 7855.0 nan
443317662 nan nan 0.1858 nan nan nan
443373823 nan 0.2612 0.3548 nan 3215.0 4.9716
443411392 nan 0.2299 1.0897 nan 3002.0 5.0149
443480340 nan 0.9900 4.8412 nan 3777.0 4.2027
443505913 nan 10.4717 1.9088 nan 4724.0 NaN
443509385 nan 0.2538 2.6154 nan 3256.0 4.9813
443539141 nan 43.5362 8.6377 nan 4006.0 NaN
443627884 nan 0.3340 4.6241 nan nan 4.9160
443657177 nan 4.9332 6.6967 nan 5149.0 nan
443667698 nan 0.2317 3.0618 nan 3043.0 5.0121
443672698 nan 1.3539 1.7241 nan 6559.0 4.3081
443673580 nan 0.4121 8.2228 nan 3487.0 4.8156
443823169 nan 0.2968 0.6995 nan 3261.0 4.9292
443963743 nan 19.1189 2.3472 nan 4557.0 NaN
443964187 nan 0.3664 13.4905 nan 3521.0 4.8581
443965709 nan 1.7832 0.6203 nan 7554.01 4.1787
443968191 nan 0.3705 2.0608 nan 3358.0 4.8542
443968828 nan 0.8655 10.7980 nan 5640.68 4.5635
443969553 nan 3.8056 1.2278 nan 8074.0 nan
444058770 nan 0.2792 1.1264 nan 3244.0 4.9495
444059177 nan 0.4537 5.1815 nan 3497.0 4.7783
444059331 nan 0.8506 13.1487 nan 5430.0 4.5545
444062991 nan 3.0373 1.3229 nan 5227.29 NaN
444063262 nan 9.1412 4.2872 nan 5266.0 NaN
444066372 nan 0.9881 5.0101 nan 5859.0 4.4737
444068346 nan 0.7503 7.0697 nan 4635.85 4.5568
444093729 nan 3.4438 5.7354 nan 5332.0 NaN
444093913 nan 8.7413 5.1122 nan 5084.0 NaN
444151146 nan 0.1950 2.1090 nan nan 5.0732
444153368 nan 0.4479 5.5516 nan 3319.0 4.7834
444154816 nan 0.6215 11.8008 nan 3918.0 4.6331
444179899 nan 20.8915 1.4724 nan 4400.0 NaN
444185538 nan 0.5351 2.8228 nan 3559.0 4.7068
444314751 nan 39.3693 7.7806 nan 3958.0 NaN
444315685 nan 0.2226 1.1357 nan 3179.0 5.0260
444323650 nan 0.5922 2.1646 nan 3863.0 4.6578
444450244 nan nan 6.8374 nan nan nan
444494319 nan 0.4805 1.7969 nan 3391.0 4.7546
444525228 nan 0.2019 13.9636 nan 3142.0 5.0604
444536794 nan 0.4554 1.0373 nan 3238.0 4.7767
444537184 nan 22.6706 23.6789 nan 5360.0 NaN
444617582 nan 0.5826 12.4558 nan 3703.0 4.6660
444720882 nan 145.5870 24.1005 nan 3040.0 nan
444824233 nan 0.3736 4.5958 nan 3346.0 4.8512
444830499 nan 0.2988 3.5501 nan 3311.0 4.9271
444847278 nan 0.6616 5.4406 nan 4018.0 4.5963
444859043 nan 0.8499 6.8966 nan 4721.0 4.4602
444865362 nan 5.1552 0.6609 nan 4938.0 NaN
444906333 nan 7.6517 10.3050 nan 5100.86 NaN
444935883 nan 1.2897 4.7991 nan 6130.0 NaN
445025976 nan 0.3665 0.6282 nan 3421.0 4.8580
445031564 nan 0.2490 0.4689 nan 3189.0 4.9876
445032137 nan 0.9407 0.1634 nan 5475.04 4.4725
445064836 nan 0.1559 7.1364 nan 2902.0 5.1582
445067307 nan 1.6764 0.4185 nan 7129.0 4.1899
445067575 nan 0.6499 12.1624 nan 3887.0 4.6097
445070199 nan 0.3054 1.4757 nan 3320.0 4.9198
445074203 nan 1.2350 4.3735 nan 5933.0 4.2882
445132212 nan 0.6919 12.8818 nan 3787.0 4.5760
445150223 nan 0.5644 3.0406 nan 3525.0 4.6815
445183950 nan 0.3057 2.2567 nan 3460.0 4.9195
445197437 nan 0.2906 3.7934 nan 3265.0 4.9362
445253762 nan 0.3898 1.0778 nan 3291.0 4.8361
445273820 nan 0.3659 0.9184 nan 3271.0 4.8586
445292744 nan 230.3790 6.6405 nan 3145.0 NaN
445308953 nan 10.8582 2.6077 nan 4722.0 NaN
445312503 nan 0.4833 6.2638 nan 3590.0 4.7520
445344215 nan 0.2943 0.4281 nan 3264.0 4.9320
445367562 nan 0.1950 1.7731 nan 3048.0 5.0731
445392560 nan 1.0965 1.9954 nan 6303.0 4.4515
445392997 nan 1.3901 1.3139 0.4550 5924.0 4.1854
445393000 nan 1.6188 0.4545 0.4550 7306.0 4.2372
445437944 nan 0.3132 2.9438 nan 3220.0 4.9114
445444084 nan 0.2851 6.4014 nan 3289.0 4.9426
445491843 nan nan 14.4508 320.2600 nan NaN
445565739 nan 64.6166 9.6345 nan 3835.0 NaN
445655739 nan 1.5260 0.4451 nan 6985.0 4.2557
445765869 nan 0.7628 4.5289 nan 4907.0 4.5764
445776437 nan 1.8692 0.3931 nan 7796.0 nan
445777576 nan 19.2510 1.1022 nan 4701.0 NaN
445804831 nan 8.4326 0.2171 nan 4654.0 NaN
445805961 nan 0.9769 9.6335 nan 5675.0 4.4627
445808136 nan 0.3431 3.2866 nan 3285.0 4.8807
445809684 nan 14.1106 1.5355 nan 4760.34 NaN
445833471 nan 0.6543 14.0991 nan 4043.7 4.6058
445834185 nan 0.6431 9.5818 nan 3969.0 4.6153
445835055 nan 0.7677 6.5090 nan 4800.0 4.5598
445835414 nan 0.2816 7.2746 nan 3369.0 4.9467
445836238 nan 1.6804 0.9996 nan 5423.0 3.9622
445840662 nan 8.5560 0.2683 nan 5004.0 NaN
445840852 nan 1.0216 5.8761 nan 5890.38 4.4485
445840930 nan 4.3938 2.3684 nan 5128.42 NaN
445842723 nan 0.8755 4.6317 nan 5750.27 4.5664
445854031 nan 1.6209 1.2165 nan 6815.0 NaN
445854137 nan 21.8368 1.7182 nan 5002.0 NaN
445854352 nan 0.8553 6.1713 nan 5525.0 4.5611
445854456 nan 0.2855 14.3623 nan 3090.0 4.9421
445855162 nan 1.0189 5.7480 nan 4944.0 4.3324
445855740 nan 6.0638 0.8503 nan 4761.0 NaN
445856504 nan 10.6159 0.5532 nan 5042.0 NaN
445857651 nan 0.9351 1.6698 nan 5283.0 4.4540
445857995 nan 0.5377 10.0693 nan 3759.0 4.7046
445859771 nan 1.0660 5.4977 nan 5698.0 4.3890
445862633 nan 0.1573 0.6323 nan 3032.0 5.1546
445863003 nan 0.1572 0.6030 nan 3041.0 5.1549
445867282 nan 0.7998 0.5946 0.5940 5488.79 4.6153
445868960 nan 1.2233 8.6015 nan 5280.0 4.2221
445869348 nan 1.4962 5.2685 nan 6216.32 4.1666
445871831 nan 0.5143 0.8800 nan 3437.0 4.7249
445873466 nan 0.1975 2.2342 nan 3032.0 5.0685
445873592 nan 0.7621 10.0388 nan 4438.98 4.5161
445882717 nan 0.4742 6.0135 nan 3626.0 4.7601
445884719 nan 2.0414 9.3502 nan 6137.0 3.8834
445889890 nan 0.2601 0.7564 nan 3028.0 4.9731
445891236 nan 0.6400 4.6643 nan 4439.14 NaN
445892859 nan 0.3785 0.5379 nan 3518.0 4.8466
445911131 nan 2.0460 4.6528 nan 6205.0 3.8925
445914083 nan 2.3457 6.3693 nan 6276.0 3.7874
445914475 nan 0.4308 3.8528 nan 3435.0 4.7987
445915085 nan 2.6314 4.7130 nan 5899.31 3.6275
445923735 nan 0.9749 8.2518 nan 3998.0 nan
445925813 nan 1.1473 9.8206 nan 5959.0 4.3561
445925955 nan 0.6120 6.3333 nan 3560.0 nan
445926336 nan 1.4740 5.2025 nan 5642.88 4.1010
445926678 nan 0.9521 12.3334 nan 5380.62 nan
445926740 nan 1.0260 6.9662 nan 5367.5 nan
445926993 nan 0.8546 3.1257 nan 5175.76 nan
