# TIC   vsini   r   prot_ls   prot_cat   temperature   logg
120609299 nan 0.1618 1.4775 nan 3019.0 5.1436
120629872 nan 0.4753 7.0022 nan 3482.0 4.7591
120637232 nan 0.4144 6.9478 nan 3458.0 4.8135
120661700 nan nan 5.3991 nan nan NaN
120664374 nan 0.4636 4.1530 nan 3163.0 4.7694
120679100 nan 5.8720 0.1886 nan 8166.0 nan
120690451 nan 69.1896 11.0562 nan 3676.0 NaN
120757718 nan 0.8574 0.7583 3.0301 5242.82 4.5240
120780953 nan 65.2513 10.1295 nan 3752.0 NaN
120931911 nan 2.4506 1.7731 nan 4848.45 NaN
120959521 nan 0.1940 12.4760 nan nan 5.0750
120967488 195.0 4.1372 0.5184 nan 13428.0 nan
120974003 nan 1.2861 4.8778 nan 5709.0 4.2281
120976106 nan 0.2201 3.3538 nan 3197.0 5.0299
120977912 nan 1.3447 6.0329 nan 6297.0 4.2725
121006435 nan 0.2890 12.5000 nan 3292.0 4.9380
121007602 nan 0.4533 1.3594 nan 3294.0 4.7785
121007795 nan 0.6433 2.1599 nan 3725.0 4.6150
121007796 nan 0.6612 4.1278 nan 3784.0 4.6005
121008179 nan 0.8942 14.0738 nan 5672.0 4.5395
121009438 nan 0.2904 13.6876 nan 3226.0 4.9365
121010707 nan 0.3477 16.8107 nan 3298.0 4.8762
121011020 nan 1.0057 4.0416 nan 5223.0 4.3825
121022559 nan 1.2560 0.6491 nan 6367.24 4.3432
121022767 nan 0.6027 2.8666 nan 4223.75 4.6974
121026732 nan 0.9272 4.2748 nan 5242.0 4.4580
121048789 nan 1.3021 0.3221 nan 5709.0 4.2165
121049033 nan 0.4075 0.5553 nan 3153.0 4.8198
121049183 nan 0.3792 16.1411 nan 3384.0 4.8460
121076647 nan 1.0826 12.5363 nan 5983.0 4.4105
121078085 nan 1.3775 1.7503 nan 6178.0 4.2318
121078334 nan 1.8475 0.4643 nan 7421.0 nan
121089579 nan 0.5961 4.6305 nan 3693.0 4.6545
121091696 nan 0.2295 0.4792 nan 3195.0 5.0154
121102484 nan nan 3.2381 nan nan NaN
121124576 50.0 3.4291 0.1001 nan 7280.14 3.5831
121133513 nan 0.5639 5.1985 nan 3712.0 4.6820
121158260 nan 0.4087 6.4501 nan 3192.0 4.8187
121158463 nan 22.0286 1.4853 nan 4961.0 NaN
121196226 nan 1.3933 2.3299 nan 5337.0 4.1137
121235295 nan 0.4224 5.4577 nan 3429.0 4.8062
121250827 nan 1.3649 1.1959 nan 6058.0 4.2209
121276964 nan 0.8586 13.4082 nan 5151.33 4.5100
121286109 nan 0.8437 10.7411 nan 5293.0 4.5448
121316680 nan 1.2906 10.7411 nan 5736.0 4.2272
121318590 nan 0.1850 1.8581 nan 44000.0 5.6027
121338379 nan 1.3227 0.1375 nan 6542.38 4.3258
121387013 nan 1.6566 0.2234 nan 6905.0 NaN
121407551 nan 1.5239 0.9007 nan 5582.0 4.0678
121475494 nan 12.2381 1.9690 nan 4718.0 NaN
121487642 nan 0.6351 7.4467 nan 3705.0 4.6218
121516822 nan 2.4841 4.0496 nan 6589.0 3.7845
121548959 nan 0.4919 0.4366 nan 3406.0 4.7445
121549920 nan 0.5167 2.1025 nan 3485.0 4.7228
121552205 nan 1.2897 2.7494 nan 5763.0 4.2308
121598562 nan 2.1627 3.3687 nan 6618.33 3.9111
121634766 nan 0.2751 0.1790 nan 2928.0 4.9544
121635147 nan 84.8225 22.3421 30.0000 nan NaN
121635619 nan 0.6175 9.2690 nan 3901.0 4.6365
121637793 nan 0.4468 5.5004 nan 3234.0 4.7844
121649933 nan 0.4356 4.7976 nan 3345.0 4.7944
121672600 nan nan 4.1772 nan nan NaN
121708018 nan 1.3633 9.5981 nan 6332.2 4.2665
121710826 nan 0.2360 2.5861 nan 3241.0 5.0058
121779961 nan 1.0651 2.4672 nan 5829.0 4.4045
121779963 nan 0.7409 2.4611 nan 3864.0 NaN
121792588 nan 14.0553 0.7974 nan 4923.0 NaN
121839093 nan 1.0180 3.8894 nan 4310.0 4.2487
121839796 nan 1.6646 0.5430 nan 7089.0 4.1913
121842245 nan nan 3.6376 nan nan NaN
121936901 nan 0.3620 1.3286 nan 3592.0 4.8623
121936904 nan 0.3348 0.1494 nan 3423.0 4.8891
122136861 nan 0.1567 2.9805 nan 2921.0 5.1563
122189102 nan 1.0712 1.8984 nan 5414.0 4.3515
122215177 nan 0.8998 6.3557 nan 5762.96 NaN
122250596 nan 1.0957 2.6189 nan 4386.0 4.1976
122288890 nan 0.4494 1.7224 nan 3170.0 4.7821
122397232 nan 1.0576 2.8660 nan 4902.0 4.2925
122460406 nan 7.9107 1.9767 nan 5823.0 NaN
122503752 nan 0.5559 7.9922 nan 3987.0 4.7405
122504261 nan 0.2123 0.5167 nan 3157.0 5.0426
122504264 nan 0.2239 0.5166 nan 3181.0 5.0240
122504533 nan 0.9462 13.4989 nan 5556.0 4.4774
122505610 nan 1.2115 8.3312 nan 5484.0 4.2537
122505766 nan 0.5495 2.9657 nan 3710.0 4.6944
122505769 nan 0.3581 2.9484 nan 3204.0 4.8660
122521867 nan 0.3692 0.9596 nan 3381.0 4.8554
122522167 nan 1.0718 7.3158 nan 6118.05 4.4385
122522326 nan 0.5560 12.6213 nan nan 4.7279
122555050 nan 0.5551 0.6896 nan 3454.0 4.6896
122555956 nan 0.3724 5.2053 nan 3264.0 4.8524
122560228 nan 0.4425 1.1297 nan 3220.0 4.7882
122576123 nan 1.5776 9.2002 nan 5769.0 4.0549
122576779 nan 1.2415 6.2029 nan 6023.0 4.2994
122604247 nan 0.1956 0.4563 nan 3090.0 5.0719
122608433 nan 0.3113 0.5240 nan 3075.0 4.9135
122611565 nan 0.3506 3.1598 nan 3407.0 4.8733
122612091 nan 2.6605 2.2092 nan 5773.47 3.6010
122612400 nan 1.6790 9.6883 nan 5666.0 3.9923
122614288 nan 1.0303 1.0240 nan 5508.0 NaN
122669742 nan 0.1802 0.7594 nan 3061.0 5.1023
122670421 nan 0.2612 1.3450 nan 3157.0 4.9717
122671519 nan 0.5609 0.4507 nan 3260.0 4.6845
122686725 nan 2.4124 0.6208 nan 5880.0 3.7026
122694381 nan 0.3566 6.1888 nan 3406.0 4.8675
122723011 nan 0.2780 1.9426 nan nan 4.9736
122723085 nan 0.3259 1.7714 nan 3264.0 4.8981
122756151 nan 1.4379 1.0270 nan 6769.0 4.2840
122840397 nan 1.5838 0.8937 nan 6943.0 4.2200
122870662 nan 0.5150 0.5675 nan 3458.0 4.7243
122902148 nan 0.3301 3.5842 nan 3285.0 4.8938
122986711 nan 10.5742 3.0157 nan 5036.0 NaN
123027358 nan 0.4097 1.4887 nan 3125.0 4.8178
123029030 nan 0.8538 0.9643 nan 5449.0 4.5531
123036723 nan 1.9556 0.4208 0.2091 14831.0 nan
123057852 nan 0.3298 6.1491 nan 3258.0 4.8941
123085978 nan 0.6056 2.1911 nan 3541.0 4.6464
123092630 nan 1.5042 2.7322 nan 6779.04 4.2448
123097488 nan 0.4746 3.6617 nan 3862.0 4.8635
123099119 nan 0.8383 13.0238 nan 4850.0 4.4889
123105281 nan 51.6482 4.9342 nan 4060.0 NaN
123125314 nan 0.8768 11.5112 nan 5282.84 4.5099
123201406 nan 1.4918 2.3757 2.4300 6275.06 4.1770
123202923 nan 1.6072 2.5816 nan 6629.0 4.1693
123206454 nan 24.7875 2.2752 nan 4281.0 NaN
123211175 nan 4.5220 0.1391 nan nan nan
123229811 nan 0.4066 3.9227 nan 3262.0 4.8206
123230837 nan 1.1431 4.1039 nan 6162.02 4.3912
123253999 nan 0.4923 4.1155 nan 3532.0 4.7441
123291548 nan 0.1925 0.3160 nan 3042.0 5.0778
123317865 nan 108.2286 11.6713 nan nan NaN
123319494 nan 0.1794 1.4959 nan 3066.0 NaN
123336907 nan 0.2390 2.5480 nan nan 5.0181
123357793 nan 1.4159 0.3689 nan 6128.88 4.2001
123357864 0.7 0.7330 12.6853 26.4000 4816.0 4.6000
123366965 nan 0.2372 10.8763 nan 3406.0 5.0041
123382400 nan 0.4153 0.3666 nan 3550.0 4.8127
123405765 nan 1.3680 0.5739 nan 5981.0 4.2073
123414877 nan 0.3850 0.1300 nan nan 4.8663
123444976 nan 1.6092 10.4049 nan 5919.9 4.0575
123460927 nan 0.6824 1.7116 nan 3995.0 4.5835
123480394 nan 0.1906 0.3066 nan 3012.0 5.0814
123519327 nan 0.6590 6.1755 nan 3552.0 4.6023
123642034 nan 0.4434 5.1389 nan 3234.0 4.7874
123662875 nan 0.2620 2.2334 nan nan 4.9928
123699670 nan 2.3967 2.8252 nan 5419.39 3.6520
123824228 nan 1.1237 1.6122 nan 6427.0 4.4507
123828222 nan 62.3296 5.3927 nan 3841.0 NaN
123832656 nan 0.6797 6.8338 nan 3983.0 4.5857
123933290 nan 0.8428 5.0206 nan 5421.0 4.5616
124006761 nan 4.0276 3.3017 nan 7923.0 3.5067
124026958 nan 0.9334 3.4810 nan 5548.0 4.4878
124091763 nan 0.3255 0.8031 nan 3258.0 4.8985
124172416 nan 1.1018 4.9326 nan 5989.0 4.3953
124199788 nan 0.3619 5.2030 nan 3252.0 4.8624
124249007 nan 0.8143 3.1156 nan 5550.0 NaN
124304477 nan 1.3217 3.0579 nan 5151.0 NaN
124316475 nan 13.2398 1.9232 nan 5043.0 NaN
124337079 nan 0.3848 3.2650 nan 3630.0 NaN
124401019 nan 0.3906 0.5335 nan 3388.0 4.8353
124404927 nan 0.2970 2.9434 nan nan 4.9538
124422484 nan 0.3902 11.5551 nan 3439.0 4.8357
124425626 nan 1.6462 23.8678 nan nan NaN
124525248 nan 1.0536 3.9592 nan 6152.83 4.4609
124548959 nan 0.4200 0.1879 nan nan 4.8354
124567694 nan 10.0803 2.3634 nan 5011.0 NaN
124568620 nan 0.2868 0.7818 nan 3249.0 4.9406
124568751 nan 0.4084 0.6364 nan 3405.0 4.8189
124599773 nan 0.4756 0.6720 nan 3372.0 4.7589
124599981 nan 0.3630 9.3519 nan nan 4.8868
124648297 nan 6.4469 3.7885 nan 5293.0 NaN
124712813 nan 0.5598 0.4125 nan 3592.0 4.6855
124745970 nan 0.7874 4.7325 nan 5332.0 4.6094
124751941 nan 9.9869 1.6281 nan 4978.0 NaN
124774685 nan 0.2039 0.5900 nan 3060.0 5.0570
124922609 nan 7.4512 1.0419 nan 4744.0 NaN
125056469 nan 7.9353 2.8426 nan 5082.62 NaN
125141941 nan 0.5713 3.0665 nan 3523.0 4.6756
125330419 nan 0.5087 7.9377 nan 3408.0 4.7298
125421413 nan 0.2799 3.3448 nan 3174.0 4.9487
125426193 nan 39.6634 5.6087 nan 3958.0 NaN
125442121 nan 1.5882 0.4310 nan 7128.0 4.2377
125483477 nan 0.3672 24.0124 nan 3244.0 4.8573
125524271 nan 23.7388 24.1508 nan 4238.0 NaN
125527629 nan 0.2721 2.0527 nan 3181.0 4.9581
125528410 nan 1.3362 0.3602 nan 6604.87 4.3262
125528956 nan 0.6598 0.9696 nan 4336.0 4.6318
125530326 nan 1.9626 0.5352 nan 7191.0 4.0592
125552085 nan 0.6874 0.8036 nan 3712.0 4.5795
125601060 nan 104.0450 6.1978 nan 3483.0 NaN
125671886 nan 0.3550 2.3040 nan 3472.0 4.8691
125679830 nan 1.8480 4.7248 nan 7434.0 NaN
125737167 nan 36.0892 3.9817 nan 4240.0 nan
125742774 nan 1.8171 0.1081 nan 7348.0 nan
125835702 nan 0.1270 24.0123 nan 2818.0 5.2397
125884499 nan 0.3216 0.6714 nan nan 4.9026
125885658 nan 0.3841 12.4374 nan 3419.0 4.8414
126063942 nan 0.2532 0.5559 nan 3042.0 nan
126191738 nan 0.6933 5.9410 nan 4009.0 4.5749
126232983 nan 2.0477 1.1338 nan 6741.36 NaN
126236473 nan 0.8319 4.0335 8.1900 5455.0 4.5757
126236560 nan 1.2306 1.5469 nan 5027.0 4.1800
126237828 nan 2.2157 0.3266 nan 6219.0 NaN
126276225 nan 1.9015 2.3996 nan 5925.0 3.9133
126277261 nan 0.7151 10.4001 nan 4522.0 4.5806
126278130 nan 2.1261 4.2651 nan 6727.0 3.9383
126278565 nan 1.9497 1.0422 nan 6942.2 4.0394
126312524 nan 1.0502 10.3216 nan 5702.81 4.4041
126317430 nan 0.6153 1.8143 nan 3847.0 4.6383
126421370 nan 79.2606 5.4575 nan 3633.0 NaN
126487584 nan 41.3069 1.6905 nan 5579.0 nan
126523266 nan 0.6746 1.1135 nan 3902.0 4.5897
126586580 nan nan 1.9622 nan nan nan
126737992 nan 1.9207 3.1960 nan 7566.0 4.1142
126748132 nan 1.9098 1.3775 nan 6885.1 4.0522
126755899 nan 1.7588 2.6117 nan 7184.0 NaN
126766627 nan 1.4355 1.5126 nan 6801.0 4.2884
126805047 nan nan 0.4821 nan nan NaN
126910093 nan 4.4835 0.4796 0.4796 6550.73 nan
126916326 nan 79.7409 10.6738 nan 3806.0 NaN
126928121 nan 4.5146 0.1145 nan 7675.0 nan
126945045 nan 0.3824 0.4099 nan 3156.0 4.8430
126946792 nan 2.9948 0.7854 nan 6326.0 3.5822
126997141 nan 0.5346 0.9449 nan 3413.0 4.7073
127020676 nan 1.0830 1.8131 1.8710 5987.0 4.4110
127020906 nan 1.2313 2.1304 nan 6009.0 NaN
127089264 nan 1.1170 4.1054 nan 5187.0 4.2864
127227316 nan 0.7038 1.5824 nan 3681.0 4.5668
127249954 nan 1.5031 5.4149 nan 5371.0 4.0526
127311608 nan 1.2488 0.9592 nan 5515.0 4.2318
127339511 nan 0.6390 5.1561 nan 3686.0 4.6186
127370064 12.0 2.1761 3.4268 nan 6385.34 3.8699
127417552 nan 0.4663 0.9144 nan 3453.0 4.7671
127420450 nan 57.0962 9.1860 nan 3568.0 NaN
127435139 nan 56.0755 13.2483 nan nan NaN
127496097 nan 0.6005 0.1860 nan 3546.0 4.6508
127530399 nan 0.7899 3.5471 nan 4742.0 4.5238
127633962 nan 0.4304 0.2151 nan 3074.0 4.7990
127652970 nan 0.3448 1.8132 nan 3274.0 4.8791
127731749 nan 1.4529 0.4943 nan 7406.0 nan
127737770 nan 9.9457 1.7250 nan 5133.0 NaN
127861722 nan 2.3737 0.4122 nan 6025.0 3.7364
127968322 nan 29.5449 9.6950 nan 4265.0 NaN
128026783 nan 0.5841 0.6738 nan 3844.0 4.6647
128139930 nan 0.4136 7.9689 nan 3228.0 4.8142
128286599 nan 1.2719 24.0122 nan 6373.0 4.3330
128340198 nan 0.9864 1.3186 nan 3871.0 4.2281
128414141 nan 1.1121 24.0122 nan 5124.0 4.2803
128453434 nan 1.1279 5.8289 nan 3961.0 4.1259
128467482 nan 0.4385 0.9491 nan 3219.0 4.7918
128622430 nan 1.3421 2.0725 nan 4402.0 4.0213
128627365 nan 0.7242 3.7342 nan nan 4.5512
128720250 nan 97.4993 12.2574 nan 3580.0 NaN
128736471 nan 0.2364 9.1088 nan 2953.0 5.0052
128784567 nan 0.7923 3.6168 nan 4716.0 4.5153
128784946 nan 0.3793 6.5447 nan 3390.0 4.8458
128789494 nan 1.4695 5.3361 nan 6106.0 4.1644
128790255 nan 66.8892 23.4192 nan 3915.0 NaN
128800217 nan 2.4796 1.7509 nan 11172.0 nan
128817528 nan 0.3202 3.0719 nan 3284.0 4.9040
128824785 nan 1.0338 2.4229 nan 3986.0 4.2015
128835094 nan 1.9537 1.6037 nan 6460.03 3.9736
128843747 nan 0.1532 5.4134 nan 2875.0 5.1651
128925287 nan 11.0477 0.7401 nan 5030.43 NaN
128927088 7.4 1.4925 0.9412 nan 6064.0 4.1433
128927089 nan 1.9985 0.9411 nan 5947.0 3.8741
128927693 nan 47.9395 4.6523 nan 4086.0 NaN
129006409 nan 1.0508 5.3836 nan 5903.24 4.4256
129030416 nan 1.9081 3.9816 nan 5935.0 3.9103
129046487 nan 0.7247 3.2115 nan 5463.72 NaN
129116176 nan 1.4105 0.5043 nan 5227.0 4.0887
129132333 nan 0.2751 0.7485 nan 3242.0 4.9544
129365196 nan 0.1852 1.6756 nan 3067.0 5.0920
129470268 nan 1.6515 3.0539 nan 6019.0 4.0476
129561147 nan 1.7055 0.2417 nan 7672.0 nan
129618472 nan 0.3200 6.5141 nan nan 4.9306
129646813 nan 0.3100 4.1378 nan nan 4.9400
129678819 nan 0.4957 8.9302 nan 3512.0 4.7412
129739941 nan 0.9531 4.9006 nan 5576.0 4.4710
129740457 nan 0.2772 10.6031 nan 3091.0 4.9519
129764950 nan 0.2356 0.2256 nan 2945.0 5.0063
129774131 nan 1.2506 1.2302 nan 6187.0 4.3157
129790825 nan 0.1928 0.8303 nan 2882.0 5.0772
129809776 60.0 0.8460 0.9522 nan 4973.0 NaN
129817018 nan 1.5649 1.1139 nan 6683.0 nan
129821299 nan 0.9839 4.1460 nan 6061.42 4.5056
129865603 nan nan 1.1648 nan nan nan
129908451 nan 0.3683 11.3812 nan 3280.0 4.8563
129979528 nan 1.6024 1.2216 1.2199 7308.0 nan
129979559 nan 1.5549 0.3202 nan 6739.79 4.2124
130064384 nan 1.1594 4.4871 nan 6196.84 4.3848
130087371 nan 0.5042 1.3419 nan 3763.0 4.7337
130104663 nan 54.6370 6.2757 nan 3982.0 NaN
130157272 nan 1.0377 9.5456 nan 6135.0 4.4704
130181866 nan 0.9029 6.3695 6.4600 5694.11 4.5311
130255610 nan 0.7836 1.0851 nan 4464.0 4.4950
130258792 nan 1.0386 4.0077 nan 5874.0 NaN
130265335 nan 0.3607 0.6347 nan 3246.0 4.8635
130297425 nan 1.3630 4.4904 nan 5206.0 4.1184
130336332 nan 1.4428 2.5941 nan 6871.0 4.2928
130513139 nan 0.2054 0.1727 nan 2836.0 5.0544
130515176 nan 0.4324 7.8188 nan 3443.0 4.7973
130572079 nan 0.8232 3.9496 nan 5154.0 4.5466
130572924 nan 2.0943 6.7107 nan 10611.0 nan
130645536 4.3 1.2053 3.4317 nan 5808.38 4.2929
130722957 nan nan 1.2425 nan nan NaN
130726180 nan 2.0410 7.4472 nan nan nan
130792149 nan 59.0825 4.9362 nan 3742.0 NaN
130843533 nan 0.5012 3.4589 nan 3336.0 4.7364
130868100 nan 1.2540 2.2850 nan 6018.0 4.2880
130942594 nan 1.4081 5.3681 nan 6362.0 NaN
130984806 nan 0.4991 6.5820 nan 4326.71 4.8743
131005063 nan 0.1300 0.2343 nan nan 5.1928
131043744 nan 0.2079 3.6234 nan 3113.0 5.0500
131062120 nan 1.5566 6.2266 nan 6148.4 4.1219
131117101 nan 0.2932 3.4358 nan 3285.0 4.9333
131119300 nan 0.1314 1.5650 nan 2832.0 5.2265
131119303 nan 0.2060 1.5708 nan nan 5.0587
131186674 nan 87.5388 4.6950 nan 4478.0 NaN
131216594 nan 1.0626 4.2280 nan 5826.0 4.4065
131235463 nan 1.2848 3.1792 nan 6120.0 NaN
131309921 nan 0.3627 0.6407 nan 3299.0 4.8617
131311326 nan 18.0649 5.6533 nan 4343.0 NaN
131428986 nan 0.7358 2.7343 nan 4496.0 NaN
131572527 nan 3.1473 6.8912 nan 5086.0 nan
131623724 nan 1.5498 0.4715 nan 7051.0 4.2506
131799991 nan 0.1670 0.2135 nan 2934.0 5.1312
131841245 nan 0.3390 0.1641 nan nan 4.9108
131841766 nan 2.0536 0.1148 nan 7896.0 4.0895
131956120 nan nan 10.7995 nan nan NaN
132314517 nan 11.8805 0.9528 nan 4972.0 NaN
132639481 nan 4.4884 1.4364 nan 6620.0 NaN
132706871 nan 0.6760 2.6135 nan nan 4.5886
132764448 nan 0.9626 0.4175 nan 4612.0 4.3345
132911092 nan 0.3471 2.3853 nan 3217.0 4.8768
132965136 35.0 1.0718 0.7410 nan 5661.0 4.3822
133010063 nan 1.2000 1.5933 nan 5299.0 4.2388
133039135 nan 5.9697 0.9380 nan 8015.55 nan
133234558 nan 0.1305 0.1843 nan 2834.0 5.2291
133339772 nan 19.9744 3.4180 nan 5034.0 NaN
133424539 nan 1.5546 1.6934 nan 6660.0 NaN
133498785 nan 9.9472 4.1027 nan 5118.0 NaN
133658762 nan 10.6732 5.4970 nan 5147.0 NaN
133701057 nan 0.9377 0.6007 nan 5604.0 4.4895
133918571 nan 1.0894 5.5019 nan 6529.0 4.4940
133974737 nan 0.4492 0.2903 nan 3145.0 4.7823
134174571 nan 0.1776 1.5197 nan 2981.0 5.1077
134200185 nan 0.7518 4.9816 nan 4449.0 4.5309
134220057 nan 0.9622 5.6271 nan 5717.0 4.4802
134362164 nan 0.7622 12.2914 nan 4042.0 4.4732
134435746 nan 1.2884 3.4317 nan 6376.0 4.3218
134497068 nan 1.6070 1.0013 nan 6935.85 4.2079
134497906 nan 0.9988 0.1911 nan 5450.0 4.4169
134500773 nan 1.1742 3.0300 nan 6473.0 4.4192
134524880 nan 207.8209 11.1424 324.6500 nan NaN
134537478 nan 1.5081 0.8554 nan 5875.0 4.1065
134631370 nan 0.4045 0.3304 nan 3030.0 4.8225
134645927 nan 45.9640 5.6739 nan 4454.0 NaN
134811023 nan 1.1243 1.2388 nan 6107.0 4.3970
134871040 3.5 0.9673 9.7512 nan 5746.89 4.4797
134871830 nan 11.0302 5.2003 nan 4806.0 nan
134873712 12.9 1.0558 5.0369 5.0679 3899.0 4.1691
134975500 nan 1.0732 4.3258 nan 6253.0 4.4595
134977720 nan 0.4260 0.9940 nan 3384.0 4.8031
135034069 nan 0.3913 4.3824 nan 3165.0 4.8347
135050395 nan 0.8377 10.2636 nan 5371.0 4.5604
135073817 nan 0.5564 6.5923 nan 3832.0 4.6884
135090643 nan 0.8388 23.5430 nan 5050.0 4.5151
135102179 nan 0.2215 2.7883 nan 3206.0 5.0278
135102180 nan 0.3506 1.6294 nan 3439.0 4.8734
135153201 nan 0.8196 5.8253 nan 5344.0 4.5746
135155175 nan 1.0675 10.1575 nan 5534.0 4.3695
135165545 nan 1.0647 5.1299 nan 5873.97 4.4089
135181479 nan 0.6071 2.8206 nan 3918.0 4.6452
135222057 nan 0.5590 4.2122 nan nan 4.6862
135222060 nan 0.3813 11.4561 nan 3382.0 4.8440
135258658 nan 0.2950 1.0078 nan 3316.0 4.9313
135260601 nan 10.8192 4.3663 nan 4729.73 NaN
135272128 nan 0.9735 2.7505 nan 5805.45 4.4797
135272255 nan 0.4240 9.0727 nan 3506.0 4.8049
135350167 nan 2.3056 0.4811 nan 7397.0 nan
135443051 nan 1.8453 0.8750 nan 5714.0 NaN
135454073 nan 0.3358 9.3923 nan 3229.0 4.8880
135531415 nan 0.2063 8.8958 nan 3210.0 NaN
135618283 nan 0.1745 0.8334 nan 3036.0 NaN
136034302 nan 664.6800 6.7573 nan 3449.0 NaN
136450461 nan 0.5874 5.9528 nan 3895.0 NaN
136464195 nan 65.0000 14.0687 nan 3021.0 NaN
136520002 nan 0.6535 0.8440 nan 4031.0 NaN
136642560 nan 0.4587 1.1270 nan 3310.0 NaN
136758403 nan 0.3012 2.1924 nan 3456.0 NaN
136784124 nan 0.5489 6.8001 nan 3669.0 NaN
136843091 nan 0.2860 1.7213 nan nan NaN
136849775 nan 0.5330 0.2924 nan 3349.0 NaN
136885277 nan 0.4711 6.6943 nan 3255.0 NaN
136887388 nan 0.1979 0.6613 nan 3114.0 5.0676
136946003 nan 0.6290 3.7260 nan 3739.0 4.6269
136947179 nan 6.6221 0.5889 nan 5068.0 NaN
136948712 nan 0.4210 1.9815 nan 3560.0 4.8075
136951908 nan 0.8876 2.8851 nan 5659.0 4.5438
136953099 nan 0.4067 1.9051 nan 3295.0 4.8205
136953667 nan 0.6320 3.4929 nan 3844.0 4.6244
136954536 nan 90.7540 10.4931 nan 3675.0 NaN
136956988 nan 23.8820 1.0890 nan 4259.0 NaN
136993077 nan 0.5111 0.8424 nan 3647.0 4.7277
136995094 nan 17.1594 3.1185 nan 4638.0 NaN
136995130 nan 0.2102 0.2766 nan 3152.0 5.0460
136999714 nan 0.5835 2.0698 nan 4079.66 4.7121
137004794 nan 1.9179 5.1316 nan 6512.59 3.9985
137025855 nan 0.1904 0.8898 nan 3069.0 5.0819
137057529 nan 0.5051 6.3172 nan 3633.0 4.7329
137091346 nan 0.8110 13.2494 nan 5149.0 4.5596
137095222 nan 1.0797 1.8537 nan 6078.0 4.4272
137098539 nan 2.3730 0.1032 nan 7084.56 nan
137159259 nan 53.4052 5.8610 nan 3695.0 NaN
137161861 nan 0.2045 13.8948 nan nan 5.0559
137192791 nan 0.2402 13.5210 nan 3035.0 4.9999
137205777 nan 29.9911 2.3448 nan 5120.07 nan
137206215 nan 2.1829 1.0116 nan 6970.0 NaN
137262875 nan 0.4565 2.4286 nan 3326.0 4.7757
137265970 nan 14.9416 0.9613 nan 5086.85 NaN
137393490 nan 0.3022 0.7506 nan 3208.0 4.9233
137394346 nan 0.7719 5.0426 nan 4950.0 4.5741
137398110 nan 0.3887 13.7166 nan 3396.0 4.8371
137408317 nan 2.8179 1.8655 3.7231 5157.3 NaN
137417294 nan 0.4090 5.3266 nan 3414.0 4.8184
137417295 nan 0.7056 5.2350 nan 4524.0 4.5922
137421594 nan 0.8558 0.7526 nan 5025.0 4.4976
137499471 nan 130.5940 13.0423 nan 3240.0 NaN
137501278 nan 1.5738 2.1059 nan 6312.0 4.1383
137505701 nan 2.9945 0.1092 nan 7123.0 3.6852
137511893 nan 0.3289 0.6637 nan 3246.0 4.8951
137528618 nan 0.8573 4.2054 nan 5245.0 4.5260
137551461 nan nan 0.4894 nan 5600.5 NaN
137608661 nan 0.1800 0.3004 nan 31000.0 5.5996
137609439 nan 0.4468 5.3843 nan 3339.0 4.7844
137631028 nan 0.2030 5.9581 nan 3136.0 5.0585
137637285 nan 0.2630 3.4500 nan 3235.0 4.9693
137643650 nan 0.6897 10.9086 nan 5225.02 NaN
137646342 nan 0.7469 11.8732 nan 5381.93 4.6600
137649898 nan 0.5646 10.5516 nan 3812.0 4.6814
137650194 nan 0.2545 3.5699 200.5000 3169.0 4.9802
137672388 nan 1.0200 4.4944 nan 5933.0 4.4543
137672877 nan 0.3717 1.3931 nan 3464.0 4.9412
137674515 nan 0.4329 5.4827 nan 3366.0 4.7968
137700657 nan 4.4172 0.6487 nan 4971.0 NaN
137710602 nan 0.6081 6.3989 nan 4145.93 NaN
137713200 nan 0.4356 10.5427 nan 3533.0 4.7944
137713202 nan 0.6200 10.0847 nan 3700.0 4.6344
137713981 nan 0.4380 10.6644 nan 3472.0 4.7923
137726810 nan 0.1871 5.7691 nan 3060.0 5.0882
137729107 nan 0.1935 1.2942 nan 3112.0 5.0759
137732734 nan 0.8084 11.1971 nan 4857.81 4.5210
137734799 nan 0.9982 7.2859 nan 5301.0 4.3986
137750378 nan 0.7315 8.0097 nan 4319.0 4.5421
137751344 nan 2.0180 1.4321 nan 6720.3 3.9836
137770092 nan 1.1206 14.5567 nan 5858.42 4.3645
137770635 nan 0.8139 7.4649 nan 4326.54 4.4495
137771290 nan 44.4841 12.5827 nan 4090.0 NaN
137772485 nan 1.0750 4.5444 nan 4857.0 4.2728
137772636 nan 1.0175 8.1361 nan 5977.0 4.4644
137773347 nan 23.4186 7.1547 nan 4025.0 NaN
137773991 nan 0.5155 11.9657 nan 3516.0 4.7238
137794295 nan 68.9097 5.0644 nan 3291.0 NaN
137801807 nan 0.4081 9.7794 nan 3257.0 4.8193
137802864 nan 0.3611 3.5942 nan 3342.0 4.8632
137803226 nan 1.5149 1.4574 nan 6049.0 4.1304
137803552 nan 2.3346 0.1014 0.0913 7273.49 nan
137804387 nan 0.3467 0.3936 nan 3306.0 4.8772
137808982 nan 0.8139 4.9176 nan 4479.08 4.4620
137809189 nan 11.3767 3.7723 nan 4806.0 NaN
137809960 nan 0.7207 4.0244 nan 5134.73 4.6621
137810576 nan 4.5110 6.4286 nan 4985.0 NaN
137810850 nan 0.4900 1.1342 nan 3578.0 4.7462
